"waterbody_name","stationid","stationid_lat_decdeg","stationid_lon_decdeg","stationid_depth_m","stationid_year_start","stationid_year_finish","stationid_zone","sampling_frequency","hypo_oxygen","sid_comments"
"Tovel","A",46.2501866666667,10.9336058333333,39,2002,2006,"pelagic","monthly","variable","main basin"
