"fish_density_biomass","veligers","mussel_counts_biomass","ciliates","phytoplankton_biomass","bacteria_biomass","stratified_zoop","detailed_zoop_length","meteorological"
NA,NA,NA,NA,NA,NA,NA,"will directly be given to ZooSize","yes"
